"Ad group state","Ad group ID"
active,26570673403
paused,26570673643
paused,26570667403
active,26570666203
active,26570666443
paused,26570666563
paused,26570666683
paused,26570667043
paused,26570667163
paused,26570672563
paused,26570665243
active,26570665363
paused,26570665483
paused,26570665843
paused,26570666083
paused,26570671723
active,26570670883
paused,26570671123
paused,26570671243
paused,26570671363
paused,26570671603
paused,26570623363
paused,26570620723
paused,26570621083
paused,26570621203
paused,26570621323
paused,26570621443
paused,26570621563
paused,26570621803
active,26965262203
paused,26570677963
active,26570678323
paused,26570678443
paused,26570672683
paused,26570673043
paused,26570625043
active,26570625283
paused,26570625523
paused,26570626003
paused,26570626243
paused,26570626723
paused,26570622523
paused,26570622763
paused,26570620843
paused,26570620963
paused,26570621683
paused,26570621923
paused,26570678563
paused,26570672803
active,26570672923
paused,26570673523
paused,26570673763
paused,26570670403
paused,26570670643
paused,26570622883
paused,26570623003
paused,26570623123
active,26570678683
active,26570669923
active,26570663323
paused,26570624203
active,27330815563
paused,26570625883
paused,26570626363
paused,26570626483
paused,26570626603
paused,26570622043
paused,26570622163
paused,26570622283
paused,26570622643
active,26965262443
active,26570679283
paused,26570624443
paused,26570624563
paused,26570624683
paused,26570624923
active,26570625163
paused,26570625403
paused,26570625763
paused,26570643523
paused,26570652883
active,26570626963
paused,26570622403
paused,26570623603
paused,26570658163
paused,26570659123
paused,26570656003
paused,26570656483
paused,26570623963
paused,26570624083
paused,26570679403
paused,26570679643
paused,26570679763
active,26570674123
paused,26570674483
paused,26570675803
paused,26570676043
active,26570676403
active,26570676643
active,26570677363
paused,26570677723
paused,26570679043
paused,26570678803
paused,26570628163
paused,26570626843
paused,26570623723
paused,26570685163
paused,26570680123
paused,26570627563
paused,26570628883
paused,26570629123
paused,26570627203
paused,26570627443
paused,26570630683
active,26570630323
paused,26570629243
paused,26570629483
paused,26570629963
paused,26570631523
paused,26570631643
paused,26570632243
paused,26570632603
active,26570652163
paused,26570652403
paused,26570652523
paused,26570635363
paused,26570635483
paused,26570655283
paused,26570655883
paused,26570656123
paused,26570656243
paused,26570654923
paused,26570658763
paused,26570658283
paused,26570658403
paused,26570658643
paused,26570676163
paused,26570676283
paused,26570676523
paused,26570676763
paused,26570676883
paused,26570677003
active,26570677243
paused,26570677843
paused,26570660803
paused,26570657083
paused,26570657803
paused,26570675923
paused,26570675683
paused,26570675443
paused,26570675323
paused,26570675203
paused,26570684803
paused,26570684923
paused,26570685403
paused,26570680003
paused,26570680243
paused,26570680363
active,26570680723
paused,26570680843
paused,26570680963
paused,26570678923
paused,26570679163
paused,26570673883
paused,26570674243
active,26570675083
paused,26570684683
paused,26570684563
paused,26570684083
paused,26570627923
active,26570628043
paused,26570623843
paused,26570627323
paused,26570629003
paused,26570628763
paused,26570631883
paused,26570632123
paused,26570630803
paused,26570631043
paused,26570631163
active,26570630443
paused,26570630563
paused,26570629843
paused,26570630203
paused,26570628283
paused,26570628523
paused,26570631763
paused,26570631283
paused,26570631403
paused,26570639323
paused,26570663803
paused,26570665963
paused,26570650243
paused,26570636323
paused,26570637763
paused,26570637163
paused,26570685043
paused,26570644243
active,26965262083
paused,26570662483
paused,26570643763
active,26570652763
paused,26570669803
paused,26570662603
paused,26570664883
paused,26570670763
paused,26570667883
active,26570671963
paused,26570623243
active,26965262683
active,26965261723
paused,26570680483
paused,26570627803
paused,26570627683
paused,26570628643
paused,26570635603
paused,26570651923
active,26570651803
active,26570655523
paused,26570655403
paused,26570655763
paused,26570657923
paused,26570684203
paused,26570627083
paused,26570635723
paused,26570660083
active,26570653603
active,26570653483
active,26570653363
active,26570653243
active,26570653123
paused,26570653003
active,26570652643
paused,26570652283
paused,26570655163
active,26570655043
paused,26570654803
active,26570654683
paused,26570656363
paused,26570655643
paused,26570659483
paused,26570659363
paused,26570659243
paused,26570659003
paused,26570658883
paused,26570658523
paused,26570658043
paused,26570657683
paused,26570683963
active,26570657563
paused,26570657443
paused,26570683843
paused,26570683723
paused,26570683363
paused,26570682883
paused,26570682523
paused,26570681203
paused,26570681083
paused,26570687683
paused,26570687443
paused,26570686603
paused,26570686123
paused,26570685643
paused,26570688883
paused,26570688763
paused,26570688643
paused,26570688523
paused,26570634763
active,26570633563
active,26570633203
paused,26570632963
paused,26570636923
paused,26570635963
paused,26570637403
paused,26570637883
paused,26570644963
paused,26570644843
paused,26570644723
paused,26570644603
paused,26570656963
paused,26570656843
paused,26570656723
paused,26570661163
paused,26570660443
paused,26570660203
paused,26570659963
active,26570661643
paused,26570664283
paused,26570664043
paused,26570663563
paused,26570683603
paused,26570683483
paused,26570683243
paused,26570683123
paused,26570683003
paused,26570682763
paused,26570682643
paused,26570682283
paused,26570682163
paused,26570681803
paused,26570681683
paused,26570681323
paused,26570687563
paused,26570687323
paused,26570687203
paused,26570687083
paused,26570686963
paused,26570686843
paused,26570686723
paused,26570686483
paused,26570686363
paused,26570686243
paused,26570686003
paused,26570685883
paused,26570685763
paused,26570685523
active,26570689003
paused,26570688403
paused,26570688283
paused,26570688163
paused,26570687923
paused,26570687803
paused,26570635123
active,26570635003
paused,26570634883
paused,26570634523
active,26570634283
active,26570634163
active,26570634043
paused,26570633923
paused,26570633803
paused,26570633443
paused,26570633323
active,26570633083
paused,26570632843
active,26570632723
paused,26570636803
paused,26570636683
paused,26570636563
paused,26570636443
paused,26570636203
paused,26570636083
paused,26570635843
paused,26570637643
paused,26570637523
paused,26570637283
paused,26570637043
paused,26570638483
paused,26570638363
paused,26570638243
paused,26570638123
paused,26570638003
paused,26570645083
paused,26570657323
paused,26570657203
paused,26570656603
active,26570661283
paused,26570661043
active,26570660923
paused,26570660683
paused,26570660563
active,26570659843
paused,26570659603
paused,26570661523
paused,26570661403
paused,26570663083
paused,26570662843
active,26570662723
paused,26570662363
paused,26570662243
paused,26570662003
paused,26570665003
paused,26570664763
paused,26570664643
paused,26570664523
paused,26570664163
paused,26570663923
paused,26570663683
paused,26570663443
paused,26570663203
paused,26570669683
