"Ad group state","Ad group ID"
paused,25705993344
paused,25705972824
paused,25705970424
paused,25705991784
paused,25705991424
paused,25705953384
paused,25705952904
paused,25705983504
paused,25705986384
paused,25705985904
paused,25705985664
paused,25705947984
paused,25705947864
paused,25705947504
paused,25705962024
active,25705964904
active,25705961424
paused,25705960104
paused,25705956504
paused,25705957344
paused,25705955904
paused,25705955304
paused,25705954944
paused,25705953744
paused,25705997064
active,25705953144
paused,25705996704
paused,25705995984
active,25705992384
paused,25705993464
paused,25705991664
paused,25705990584
paused,25705990704
paused,25705990464
paused,25705990104
paused,25705951824
paused,25705952184
paused,25705951344
paused,25705950504
paused,25705950024
paused,25705949784
paused,25705949424
paused,25705949304
paused,25705949184
paused,25705948704
paused,25705947024
paused,25705946304
paused,25705945704
paused,25705944504
paused,25705988304
paused,25705988064
paused,25706007504
paused,25706007024
paused,25706006544
paused,25706006424
paused,25706005584
paused,25706005344
paused,25706004384
paused,25706004144
paused,25706003904
paused,25706003544
paused,25706003064
paused,25706002944
paused,25706002344
paused,25706001384
paused,25706001144
paused,25705999704
paused,25705965264
active,25705964784
paused,25705964664
paused,25705964184
active,25705963224
paused,25705963104
active,25705962984
paused,25705962624
paused,25705961904
paused,25705961664
active,25705961544
paused,25705961304
active,25705960824
paused,25705960704
active,25705958664
active,25705957704
paused,25705984944
paused,25705984704
paused,25705984344
paused,25705983984
paused,25705983624
active,25705978104
paused,25705979304
paused,25705997544
active,25705996584
paused,25705997184
paused,25705995624
paused,25705993584
paused,25705994304
paused,25705993104
paused,25705992624
paused,25705992144
paused,25705974864
paused,25705974624
paused,25705974264
paused,25705974144
paused,25705972344
paused,25705973184
paused,25705971264
active,25705970184
paused,25705967064
paused,25705991544
paused,25705990944
paused,25705990344
paused,25705990224
paused,25705989864
paused,25705989264
paused,25705988664
paused,25705988544
paused,25705988424
paused,25705987944
paused,25705987704
paused,25705987464
paused,25705987224
paused,25705986984
paused,25705986864
paused,25705986504
paused,25705986264
paused,25705985784
paused,25705986024
paused,25706006904
paused,25706003784
paused,25706006784
paused,25706006184
paused,25706005944
active,25706005824
paused,25705956744
paused,25705956384
paused,25705956264
paused,25705955784
active,25705955184
paused,25705955064
paused,25705954704
paused,25705954344
paused,25705954104
paused,25705953984
active,25705952304
paused,25705952064
paused,25705951704
paused,25705951584
paused,25705951104
paused,25705951224
paused,25705950864
paused,25705950384
paused,25705949904
paused,25706004984
paused,25706005224
paused,25706004864
paused,25706004624
paused,25706004504
paused,25706004024
paused,25706003664
active,25706003424
paused,25706003304
paused,25706002584
paused,25706002824
paused,25706002464
paused,25706002224
paused,25706001504
paused,25706001264
paused,25706000544
paused,25706000784
paused,25706000184
paused,25705999944
paused,25706000064
paused,25705999824
paused,25705998864
paused,25705999104
paused,25705998384
active,25705965744
active,25705965984
paused,25705985184
paused,25705985064
paused,25705984824
paused,25705984464
paused,25705984104
paused,25705983744
paused,25705983144
paused,25705982304
paused,25705982664
paused,25705981944
paused,25705981344
paused,25705980984
paused,25705987344
paused,25705987584
paused,25705987104
paused,25705977864
active,25705975944
paused,25705975824
paused,25705975344
paused,25705974984
paused,25705974744
paused,25705973784
paused,25705974504
paused,25705973664
paused,25705973424
paused,25705972584
paused,25705972464
paused,25705971864
paused,25705971624
active,25705970784
active,25705969944
paused,25705970064
paused,25705969824
paused,25705969344
paused,25705968864
paused,25705969224
paused,25705968624
paused,25705968504
paused,25705967904
paused,25705967784
paused,25705967424
paused,25705967184
paused,25705966824
paused,25705966584
paused,25705966464
active,25705982544
paused,25705982064
paused,25705981704
paused,25705981824
paused,25705981104
paused,25705980744
paused,25705978704
paused,25705980504
paused,25705978584
paused,25705978224
paused,25705977384
active,25705976304
paused,25705998984
paused,25705999224
paused,25705998744
paused,25705998264
paused,25705998624
paused,25705998144
paused,25705996104
paused,25705997424
paused,25705995744
paused,25705995384
paused,25705995144
paused,25705995024
paused,25705994904
paused,25705994784
paused,25705994664
paused,25705993704
paused,25705994184
paused,25705986744
paused,25705986624
paused,25705986144
paused,25705985544
paused,25705985424
paused,25705949064
paused,25705948824
paused,25705948944
paused,25705948584
paused,25705948344
paused,25705947264
paused,25705945824
paused,25705945224
paused,25705944984
paused,25705945104
paused,25705944864
paused,25705944744
paused,25705944624
paused,25705944264
active,25705964424
active,25705964304
paused,25705963944
active,25705963704
paused,25705963824
paused,25705962864
paused,25705962264
paused,25705960344
paused,25705962144
paused,25705960224
active,25705959984
active,25705959264
paused,25705959864
paused,25705959144
paused,25705958064
paused,25705958544
paused,25705957824
paused,25705957464
active,25705957224
active,25705957104
active,25705956984
paused,25705956864
paused,25705956624
active,25705956144
paused,25705956024
active,25705955664
active,25705955544
paused,25705955424
active,25705954824
paused,25705954584
paused,25705954464
paused,25705954224
paused,25705953864
paused,25705953624
paused,25705953504
active,25705953264
paused,25705998024
paused,25705953024
paused,25705997904
paused,25705997784
paused,25705997664
paused,25705997304
paused,25705996944
paused,25705996824
active,25705996464
active,25705996344
paused,25705995864
paused,25705996224
paused,25705995504
active,25705995264
paused,25705994544
paused,25705994424
paused,25705994064
paused,25705993944
paused,25705993824
paused,25705993224
paused,25705992984
paused,25705992864
paused,25705992744
active,25705992264
paused,25705992504
paused,25705992024
paused,25705991904
paused,25705991304
paused,25705991184
paused,25705990824
paused,25705989744
paused,25705989624
paused,25705989504
paused,25705989384
paused,25705989144
paused,25705952784
paused,25705952664
paused,25705952544
paused,25705952424
paused,25705951944
paused,25705951464
paused,25705950984
paused,25705950744
paused,25705950624
paused,25705950264
paused,25705950144
paused,25705949544
paused,25705949664
paused,25705948464
paused,25705948104
paused,25705948224
paused,25705947744
paused,25705947624
paused,25705947144
paused,25705947384
paused,25705946904
paused,25705946784
paused,25705946664
paused,25705946544
paused,25705946184
paused,25705946424
paused,25705946064
paused,25705945944
paused,25705945584
paused,25705945464
paused,25705944384
paused,25705945344
paused,25705989024
paused,25705988904
paused,25705988184
paused,25705988784
paused,25705987824
paused,25706007624
paused,25706007384
paused,25706007264
paused,25706007144
active,25706006664
paused,25706006304
paused,25706006064
paused,25706005704
paused,25706005464
paused,25706004264
paused,25706005104
active,25706003184
paused,25706002704
paused,25706002104
paused,25706001984
paused,25706001864
paused,25706001744
paused,25706001624
paused,25706001024
paused,25706000904
paused,25705999584
active,25705965504
paused,25705965384
active,25705965144
active,25705965024
paused,25705964544
paused,25705964064
paused,25705963584
paused,25705963464
paused,25705963344
paused,25705962744
paused,25705962504
paused,25705962384
paused,25705961784
active,25705961184
active,25705961064
active,25705960944
paused,25705960584
paused,25705960464
paused,25705959744
paused,25705959624
paused,25705959504
paused,25705959024
active,25705959384
active,25705958904
active,25705958784
paused,25705958424
active,25705958304
paused,25705958184
paused,25705957944
paused,25705957584
paused,25705985304
paused,25705984584
paused,25705984224
paused,25705983384
paused,25705983864
paused,25705983264
paused,25705983024
paused,25705982904
paused,25705982784
paused,25705980264
paused,25705979424
paused,25705979184
paused,25705978944
paused,25705978824
paused,25705977744
paused,25705977144
paused,25705976904
paused,25705976784
active,25705976664
paused,25705974024
paused,25705973904
paused,25705973544
paused,25705973304
paused,25705973064
paused,25705972944
paused,25705972704
paused,25705972224
paused,25705972104
paused,25705971384
active,25705971144
paused,25705971024
active,25705970544
paused,25705970304
paused,25705968264
paused,25705968144
paused,25705968024
paused,25705967664
paused,25705967544
paused,25705967304
paused,25705966944
paused,25705966704
paused,25705966344
active,25705966104
paused,25705966224
paused,25705965864
active,25705965624
paused,25705982184
paused,25705981224
paused,25705980864
paused,25705980384
paused,25705980144
paused,25705980024
paused,25705979904
paused,25705979784
paused,25705979664
paused,25705979544
paused,25705978464
paused,25705977984
paused,25705977024
active,25705976184
paused,25705975704
paused,25705998504
paused,25705982424
paused,25706000304
paused,25706000664
paused,25705999464
paused,25706004744
paused,25705989984
paused,25705981464
paused,25706000424
paused,25705981584
paused,25705991064
paused,25705969584
paused,25705975104
paused,25705978344
active,25705969104
paused,25705971744
paused,25705976424
paused,25705970904
active,25705970664
paused,25705971984
paused,25705969464
paused,25705971504
paused,25705968744
paused,25705974384
paused,25705968384
paused,25705977504
paused,25705977624
paused,25705969704
paused,25705968984
paused,25705980624
paused,25705999344
paused,25705979064
active,25705976064
active,25705975584
paused,25705976544
active,25705977264
paused,25705975464
paused,25705975224
