"Ad group state","Ad group ID"
paused,30305396797
paused,30305396917
paused,30305376637
paused,30305376997
paused,30305377237
paused,30305377477
paused,30305378317
paused,30305378557
paused,30305396677
active,30305393797
paused,30305394157
paused,30305394637
paused,30305394997
paused,30305395357
paused,30305395597
paused,30305396197
paused,30305405077
paused,30305405557
paused,30305406277
paused,30305393557
paused,30305392597
paused,30305392837
paused,30305398237
paused,30305398717
paused,30305398837
paused,30305399917
paused,30305401237
paused,30305401357
paused,30305401837
paused,30305403397
paused,30305403757
paused,30305404357
paused,30305391997
paused,30305392117
active,30305392237
paused,30305382517
paused,30305382637
paused,30305382997
paused,30305383117
paused,30305383357
paused,30305383477
paused,30305390197
paused,30305390677
active,30305391277
paused,30305380837
paused,30305380957
paused,30305381197
paused,30305381437
paused,30305380717
paused,30305380237
paused,30305380117
paused,30305379877
paused,30305378917
paused,30305378437
paused,30305378077
paused,30305377717
paused,30305377837
paused,30305377597
paused,30305396437
paused,30305396557
paused,30305376757
paused,30305376877
paused,30305394397
paused,30305394517
paused,30305394757
paused,30305394877
paused,30305395117
paused,30305395237
paused,30305395477
paused,30305395957
paused,30305396317
active,30305393917
paused,30305406157
paused,30305393197
paused,30305393437
paused,30305393677
paused,30305405317
paused,30305405677
paused,30305405917
paused,30305404597
paused,30305404717
paused,30305404957
paused,30305405197
active,30305403517
paused,30305403637
paused,30305403877
paused,30305403997
paused,30305404117
paused,30305404237
active,30305401717
paused,30305401957
paused,30305402077
paused,30305402197
active,30305402317
paused,30305402677
paused,30305402797
paused,30305403037
paused,30305403157
paused,30305403277
paused,30305401477
active,30305401597
paused,30305400997
paused,30305400757
paused,30305400637
paused,30305400397
paused,30305400157
paused,30305400037
paused,30305399677
paused,30305399557
paused,30305399317
active,30305392717
active,30305392957
paused,30305393077
paused,30305398117
paused,30305398357
paused,30305398477
paused,30305398957
active,30305399197
paused,30305391517
paused,30305391637
paused,30305391877
paused,30305391397
active,30305391037
paused,30305389597
paused,30305389717
paused,30305389957
paused,30305390317
paused,30305390437
paused,30305390557
active,30305390917
paused,30305425357
paused,30305424877
paused,30305421037
paused,30305409637
paused,30305429917
paused,30305429557
paused,30305429197
paused,30305428237
active,30305427517
paused,30305437477
paused,30305436637
paused,30305408917
paused,30305409157
active,30305408677
paused,30305408077
paused,30305407117
paused,30305406397
paused,30305405437
paused,30305404477
paused,30305434957
paused,30305434837
paused,30305431717
paused,30305431477
paused,30305430877
paused,30305430637
active,30305430517
paused,30305430277
paused,30305429437
paused,30305430157
paused,30305427157
paused,30305427997
paused,30305427037
paused,30305426797
paused,30305416237
paused,30305431957
paused,30305431837
paused,30305431357
paused,30305431597
paused,30305430997
paused,30305430397
paused,30305430037
paused,30305429797
paused,30305427877
paused,30305427277
paused,30305426677
paused,30305426437
paused,30305402917
paused,30305402557
